portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
International Assistance Programs,Agency for International Development,Housing and Other Credit Guaranty Programs Liquidating Account,International development and humanitarian assistance,-3000,,-1000,-4000,-3000,-6000,-7000,
International Assistance Programs,Agency for International Development,Private Sector Revolving Fund Liquidating Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Private Sector Revolving Fund Liquidating Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Working Capital Fund,International development and humanitarian assistance,-7000,,17000,10000,8000,6000,0,
International Assistance Programs,Agency for International Development,Advance acquisition of property--revolving fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Advance acquisition of property--revolving fund,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,Foreign Service National Separation Liability Trust Fund,Federal employee retirement and disability,1000,,2000,3000,3000,3000,3000,
International Assistance Programs,Agency for International Development,Foreign Service National Separation Liability Trust Fund,Federal employee retirement and disability,-3000,,0,-3000,-3000,-3000,-3000,
International Assistance Programs,Agency for International Development,"Foreign advances, Technical Assistance, AID",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Gifts and Donations, Agency for International Development",International development and humanitarian assistance,-122000,,22000,-100000,-100000,-100000,-100000,
International Assistance Programs,Agency for International Development,"Miscellaneous Credit Reform Accounts, AID",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Miscellaneous appropriations, AID",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Miscellaneous Trust Funds, AID",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Agency for International Development,"Miscellaneous Trust Funds, AID",International development and humanitarian assistance,61000,,-21000,40000,30000,30000,25000,
International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Program Account,International development and humanitarian assistance,45000,,11000,56000,69000,67000,69000,
International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Program Account,International development and humanitarian assistance,118000,,98000,216000,0,0,0,
International Assistance Programs,Overseas Private Investment Corporation,"Overseas Private Investment Corporation Loans, Negative Subsidies",International development and humanitarian assistance,-126000,,26000,-100000,-137000,-141000,-143000,
International Assistance Programs,Overseas Private Investment Corporation,"Overseas Private Investment Corporation Loans, Downward Reestimates of Subsidy",International development and humanitarian assistance,-100000,,-206000,-306000,0,0,0,
International Assistance Programs,Overseas Private Investment Corporation,Undistributed intragovernmental payments and receivables from cancelled accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Liquidating Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Liquidating Account,International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Overseas Private Investment Corporation,Overseas Private Investment Corporation Noncredit Account,International development and humanitarian assistance,-194000,,27000,-167000,-137000,-124000,-121000,
International Assistance Programs,Trade and Development Agency,Trade and Development Agency,International development and humanitarian assistance,55000,,1000,56000,65000,64000,74000,
International Assistance Programs,Peace Corps,"Receipts, International development and humanitarian assistance",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,Peace Corps,International development and humanitarian assistance,371000,,17000,388000,387000,395000,404000,
International Assistance Programs,Peace Corps,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,Deductions for offsetting receipts,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,Host Country Resident Contractors Separation Liability Fund,International development and humanitarian assistance,-4000,,4000,0,0,0,0,
International Assistance Programs,Peace Corps,"Agency Contributions, Host Country Resident Contractors Separation Liability Fund",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,"Advances from Foreign Governments, Peace Corps",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,Foreign service national separation liability trust fund,Federal employee retirement and disability,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,Foreign Service National separation liability trust fund,Federal employee retirement and disability,0,,0,0,0,0,0,
International Assistance Programs,Peace Corps,Peace Corps Miscellaneous Trust Fund,International development and humanitarian assistance,1000,,-1000,0,0,0,0,
International Assistance Programs,Peace Corps,"Miscellaneous Trust Funds, Peace Corps",International development and humanitarian assistance,0,,0,0,0,0,0,
International Assistance Programs,Inter-American Foundation,Inter-American Foundation,International development and humanitarian assistance,25000,,-3000,22000,21000,21000,18000,
International Assistance Programs,Inter-American Foundation,"Gifts and contributions, Inter-American Foundation",International development and humanitarian assistance,0,,0,0,0,0,0,
